Date,Open,High,Low,Close,K9,D9,NextClose,LSTM_pred,Prediction,Test,accuracy
2018/8/14,0.821621622,0.80952381,0.843452381,0.859076923,0.778512288,0.948007725,0.808,0.76718,¶^,¶^,·Ç½T
2018/8/15,0.848048048,0.815789474,0.807738095,0.808,0.763579782,0.907828933,0.779076923,0.7441697,¶^,¶^,·Ç½T
2018/8/16,0.712912913,0.742481203,0.745238095,0.779076923,0.74532099,0.874296797,0.756307692,0.69397944,¶^,¶^,·Ç½T
2018/8/17,0.780780781,0.747493734,0.778571429,0.756307692,0.699669419,0.835074659,0.826461538,0.6991702,¶^,º¦,¿ù»~
2018/8/21,0.765765766,0.773809524,0.799404762,0.826461538,0.798117844,0.845301375,0.824615385,0.73387593,¶^,¶^,·Ç½T
2018/8/22,0.798198198,0.786967419,0.829761905,0.824615385,0.807966767,0.855758174,0.872615385,0.7449083,¶^,º¦,¿ù»~
2018/8/23,0.824024024,0.818295739,0.844642857,0.872615385,0.713425375,0.82779814,0.839384615,0.7751749,¶^,¶^,·Ç½T
2018/8/24,0.833633634,0.808897243,0.826785714,0.839384615,0.543654919,0.746431184,0.899692308,0.75862056,¶^,º¦,¿ù»~
2018/8/27,0.845645646,0.847744361,0.881547619,0.899692308,0.490906588,0.672697048,0.943384615,0.80132526,¶^,º¦,¿ù»~
2018/8/28,0.914114114,0.902882206,0.95,0.943384615,0.376124308,0.581131103,0.984,0.8487767,¶^,º¦,¿ù»~
2018/8/30,1,1,1,0.984,0.331377785,0.503554156,0.983384615,0.9016558,¶^,¶^,·Ç½T
2018/8/31,0.932132132,0.930451128,0.960714286,0.983384615,0.273538632,0.430465732,0.929846154,0.87229997,¶^,¶^,·Ç½T
2018/9/3,0.954954955,0.943609023,0.94047619,0.929846154,0.321274542,0.39937762,0.971076923,0.85344154,¶^,º¦,¿ù»~
2018/9/4,0.924924925,0.917919799,0.95,0.971076923,0.360202546,0.393035365,0.939076923,0.8622851,¶^,¶^,·Ç½T
2018/9/5,0.930930931,0.928571429,0.957738095,0.939076923,0.456983958,0.424566073,0.908923077,0.8551984,¶^,¶^,·Ç½T
2018/9/6,0.899099099,0.884085213,0.908333333,0.908923077,0.532868737,0.473624518,0.874461538,0.8219091,¶^,¶^,·Ç½T
2018/9/7,0.865465465,0.847744361,0.871428571,0.874461538,0.716297475,0.574103555,0.806153846,0.7910178,¶^,¶^,·Ç½T
2018/9/10,0.866066066,0.840225564,0.814880952,0.806153846,0.824372453,0.681021214,0.807384615,0.7524883,¶^,º¦,¿ù»~
2018/9/11,0.801801802,0.769423559,0.799404762,0.807384615,0.843209768,0.759259681,0.795692308,0.72880226,¶^,¶^,·Ç½T
2018/9/13,0.790990991,0.776942356,0.81547619,0.795692308,0.846458425,0.812618975,0.897230769,0.7283899,¶^,º¦,¿ù»~
2018/9/14,0.817417417,0.844611529,0.852380952,0.897230769,0.772500313,0.820865732,0.835076923,0.79047054,¶^,¶^,·Ç½T
2018/9/18,0.819219219,0.801378446,0.846428571,0.835076923,0.76479136,0.823515259,0.893538462,0.7574428,¶^,º¦,¿ù»~
2018/9/19,0.846246246,0.837719298,0.880952381,0.893538462,0.713325828,0.806266082,0.876307692,0.79628664,¶^,¶^,·Ç½T
2018/9/20,0.893093093,0.866541353,0.883928571,0.876307692,0.63536191,0.765960456,0.953846154,0.8008804,¶^,º¦,¿ù»~
2018/9/21,0.89009009,0.90037594,0.901785714,0.953846154,0.475132212,0.679888233,0.958153846,0.8399115,¶^,º¦,¿ù»~
2018/9/25,0.923123123,0.912907268,0.95,0.958153846,0.344520553,0.574248244,0.952615385,0.8569956,¶^,¶^,·Ç½T
2018/9/26,0.924924925,0.909774436,0.958333333,0.952615385,0.27859079,0.479461799,0.958769231,0.8560338,¶^,º¦,¿ù»~
2018/9/27,0.92012012,0.922305764,0.950595238,0.958769231,0.226375393,0.396978247,0.942153846,0.85838616,¶^,¶^,·Ç½T
2018/9/28,0.953753754,0.939849624,0.941666667,0.942153846,0.356379601,0.390023277,0.973538462,0.857155,¶^,º¦,¿ù»~
2018/10/1,0.927927928,0.926691729,0.968452381,0.973538462,0.349163607,0.382720459,0.895384615,0.86913425,¶^,¶^,·Ç½T
2018/10/2,0.950750751,0.922305764,0.913095238,0.895384615,0.445964227,0.41361789,0.881230769,0.8303484,¶^,¶^,·Ç½T
2018/10/3,0.875075075,0.861528822,0.896428571,0.881230769,0.527587507,0.464374416,0.781538462,0.8027223,¶^,¶^,·Ç½T
2018/10/4,0.840840841,0.808897243,0.80297619,0.781538462,0.717537788,0.568395092,0.670153846,0.73274404,¶^,¶^,·Ç½T
2018/10/5,0.741741742,0.710526316,0.65,0.670153846,0.829316654,0.67904236,0.637538462,0.6278656,¶^,¶^,·Ç½T
2018/10/9,0.641441441,0.607142857,0.65952381,0.637538462,0.893443138,0.776500713,0.134153846,0.58758426,¶^,¶^,·Ç½T
2018/10/11,0.362162162,0.286967419,0.405357143,0.134153846,0.929089732,0.854643683,0.322461538,0.25142542,º¦,º¦,·Ç½T
2018/10/12,0.187987988,0.288220551,0.394642857,0.322461538,0.878112424,0.887903857,0.268307692,0.30934244,¶^,¶^,·Ç½T
2018/10/15,0.285885886,0.243107769,0.306547619,0.268307692,0.9106462,0.922097913,0.324307692,0.26824152,¶^,º¦,¿ù»~
2018/10/16,0.277477477,0.283834586,0.314880952,0.324307692,0.711673704,0.871377423,0.337230769,0.30055976,¶^,º¦,¿ù»~
2018/10/17,0.376576577,0.288220551,0.393452381,0.337230769,0.534103847,0.771955101,0.283076923,0.32458174,¶^,¶^,·Ç½T
2018/10/18,0.3003003,0.280075188,0.320833333,0.283076923,0.367954936,0.644284711,0.296,0.28540385,º¦,º¦,·Ç½T
2018/10/19,0.198198198,0.234962406,0.242857143,0.296,0.299893033,0.534023548,0.314461538,0.25663814,¶^,º¦,¿ù»~
2018/10/22,0.234234234,0.271303258,0.251190476,0.314461538,0.222910918,0.432072689,0.187076923,0.2756368,¶^,¶^,·Ç½T
2018/10/23,0.241441441,0.194235589,0.228571429,0.187076923,0.019790695,0.289056416,0.179076923,0.20529823,º¦,¶^,¿ù»~
2018/10/24,0.198198198,0.157894737,0.169047619,0.179076923,0,0.186399951,0.038153846,0.17706808,¶^,¶^,·Ç½T
2018/10/25,0,0.011278195,0.044642857,0.038153846,0.007556583,0.120754321,0,0.03864017,º¦,¶^,¿ù»~
2018/10/26,0.074474474,0.021303258,0,0,0.041124073,0.089393112,0.030153846,0.031656332,º¦,º¦,·Ç½T
2018/10/29,0.062462462,0,0.05297619,0.030153846,0.073467599,0.080435953,0.061538462,0.037455834,º¦,º¦,·Ç½T
2018/10/30,0.025225225,0.01566416,0.073809524,0.061538462,0.065811194,0.071635619,0.184615385,0.051044963,¶^,º¦,¿ù»~
2018/10/31,0.103303303,0.130952381,0.149404762,0.184615385,0.111429405,0.082623785,0.216615385,0.16241069,¶^,º¦,¿ù»~
2018/11/1,0.183183183,0.171052632,0.210714286,0.216615385,0.169549731,0.111423577,0.268923077,0.20416443,¶^,º¦,¿ù»~
2018/11/2,0.256456456,0.206140351,0.2625,0.268923077,0.1252894,0.114270093,0.232615385,0.2497917,¶^,¶^,·Ç½T
2018/11/5,0.225825826,0.169172932,0.232142857,0.232615385,0.1779331,0.13561861,0.206769231,0.21740751,¶^,¶^,·Ç½T
2018/11/6,0.24024024,0.194862155,0.23452381,0.206769231,0.168936308,0.146526812,0.249846154,0.21449777,º¦,º¦,·Ç½T
2018/11/7,0.211411411,0.207393484,0.254166667,0.249846154,0.165009193,0.152347952,0.295384615,0.23668872,¶^,º¦,¿ù»~
2018/11/8,0.327327327,0.277568922,0.32797619,0.295384615,0.189310813,0.165207696,0.207384615,0.2943418,¶^,¶^,·Ç½T
2018/11/9,0.273273273,0.213659148,0.2375,0.207384615,0.235572491,0.190873663,0.175384615,0.22109793,º¦,¶^,¿ù»~
2018/11/13,0.106306306,0.124686717,0.103571429,0.175384615,0.383269623,0.26255557,0.198153846,0.14862953,¶^,º¦,¿ù»~
2018/11/14,0.196996997,0.148496241,0.221428571,0.198153846,0.511520753,0.357729845,0.233846154,0.19222963,¶^,º¦,¿ù»~
2018/11/15,0.208408408,0.171679198,0.207738095,0.233846154,0.704495229,0.492479735,0.211692308,0.20949142,¶^,¶^,·Ç½T
2018/11/16,0.263663664,0.213032581,0.2375,0.211692308,0.792704579,0.614904661,0.231384615,0.2206992,º¦,º¦,·Ç½T
2018/11/19,0.207207207,0.175438596,0.251190476,0.231384615,0.822722802,0.707612438,0.176615385,0.21993898,¶^,¶^,·Ç½T
2018/11/20,0.18978979,0.15726817,0.204166667,0.176615385,0.889447377,0.794071074,0.187692308,0.18417898,º¦,º¦,·Ç½T
2018/11/21,0.134534535,0.123433584,0.157738095,0.187692308,0.910193476,0.859375452,0.178461538,0.16883743,¶^,¶^,·Ç½T
2018/11/22,0.206006006,0.144110276,0.214880952,0.178461538,0.820676592,0.869836929,0.120615385,0.18898304,º¦,¶^,¿ù»~
2018/11/23,0.175375375,0.121553885,0.163095238,0.120615385,0.7043362,0.8338257,0.211692308,0.1473568,º¦,º¦,·Ç½T
2018/11/26,0.147147147,0.194862155,0.188690476,0.211692308,0.655381266,0.791730303,0.195076923,0.20301794,¶^,¶^,·Ç½T
2018/11/27,0.182582583,0.135338346,0.181547619,0.195076923,0.667585424,0.768175908,0.274461538,0.18247569,¶^,º¦,¿ù»~
2018/11/28,0.214414414,0.213659148,0.233928571,0.274461538,0.647889321,0.745195645,0.278769231,0.24525858,¶^,º¦,¿ù»~
2018/11/29,0.336936937,0.281954887,0.310714286,0.278769231,0.659498327,0.734164775,0.264,0.2841913,º¦,¶^,¿ù»~
2018/11/30,0.286486486,0.248120301,0.302380952,0.264,0.598430257,0.704247379,0.429538462,0.26627246,º¦,º¦,·Ç½T
2018/12/3,0.353753754,0.386591479,0.393452381,0.429538462,0.571634315,0.674401861,0.380307692,0.3810297,¶^,¶^,·Ç½T
2018/12/4,0.394594595,0.347744361,0.413095238,0.380307692,0.585362819,0.659577268,0.279384615,0.35939878,¶^,¶^,·Ç½T
2018/12/5,0.286486486,0.255012531,0.311904762,0.279384615,0.501933059,0.618868508,0.153846154,0.27368838,¶^,¶^,·Ç½T
2018/12/6,0.234234234,0.172305764,0.170833333,0.153846154,0.556546181,0.611907837,0.198769231,0.17232625,º¦,º¦,·Ç½T
2018/12/7,0.187387387,0.140350877,0.208333333,0.198769231,0.557355004,0.607566234,0.124307692,0.18920544,¶^,¶^,·Ç½T
2018/12/10,0.121921922,0.054511278,0.170833333,0.124307692,0.726712012,0.667246004,0.242461538,0.12043606,¶^,º¦,¿ù»~
2018/12/12,0.201801802,0.180451128,0.229761905,0.242461538,0.747272806,0.714629337,0.265846154,0.22154582,¶^,º¦,¿ù»~
2018/12/13,0.245045045,0.208646617,0.268452381,0.265846154,0.738376875,0.742931349,0.188307692,0.24922845,¶^,¶^,·Ç½T
2018/12/14,0.229429429,0.169172932,0.200595238,0.188307692,0.838197089,0.798681016,0.225230769,0.19437152,º¦,º¦,·Ç½T
2018/12/17,0.198198198,0.179824561,0.22797619,0.225230769,0.8509532,0.840560599,0.180923077,0.21578659,¶^,¶^,·Ç½T
2018/12/18,0.177177177,0.135338346,0.207738095,0.180923077,0.749945189,0.831159795,0.211692308,0.18315507,º¦,º¦,·Ç½T
2018/12/19,0.201201201,0.149749373,0.231547619,0.211692308,0.538489519,0.746763771,0.133538462,0.20568693,¶^,¶^,·Ç½T
2018/12/20,0.129129129,0.106516291,0.161309524,0.133538462,0.447460968,0.656866448,0.145230769,0.14287499,º¦,º¦,·Ç½T
