日期,交割月份,時間,Open,High,Low,Volume,Close,NextClose,Y_pred,"pred(True:漲,False:跌)","Ans(True:漲,False:跌)","accurace(True:準確,False:不准)"
20180709,201807,114404,0.740616246,0.738349242,0.742170022,0.034998177,0.740056022,0.739495798,0.720225573,FALSE,TRUE,FALSE
20180709,201807,114501,0.741176471,0.739472207,0.743288591,0.026491676,0.741176471,0.740056022,0.719634295,FALSE,FALSE,TRUE
20180709,201807,114600,0.741736695,0.739472207,0.743847875,0.018714303,0.741176471,0.741176471,0.720036626,TRUE,FALSE,FALSE
20180709,201807,114700,0.741736695,0.738910724,0.742729306,0.023939725,0.740056022,0.741176471,0.721049666,TRUE,FALSE,FALSE
20180709,201807,114802,0.741176471,0.738349242,0.742729306,0.018228217,0.740056022,0.740056022,0.721249342,TRUE,TRUE,TRUE
20180709,201807,114902,0.740056022,0.739472207,0.742729306,0.019929518,0.741736695,0.740056022,0.720441937,FALSE,FALSE,TRUE
20180709,201807,115002,0.742296919,0.740033689,0.744407159,0.027099283,0.741176471,0.741736695,0.720240593,FALSE,FALSE,TRUE
20180709,201807,115102,0.741736695,0.739472207,0.743847875,0.007655851,0.741176471,0.741176471,0.720994711,TRUE,TRUE,TRUE
20180709,201807,115201,0.741736695,0.739472207,0.744407159,0.008992587,0.741736695,0.741176471,0.72157824,TRUE,FALSE,FALSE
20180709,201807,115301,0.741736695,0.739472207,0.743847875,0.006562158,0.741176471,0.741736695,0.721254468,FALSE,FALSE,TRUE
20180709,201807,115401,0.741736695,0.738910724,0.742729306,0.019686475,0.740616246,0.741176471,0.721588135,TRUE,FALSE,FALSE
20180709,201807,115502,0.740616246,0.738349242,0.742729306,0.009357152,0.740616246,0.740616246,0.721254945,FALSE,TRUE,FALSE
20180709,201807,115607,0.740616246,0.739472207,0.743288591,0.012638231,0.741176471,0.740616246,0.7206496,FALSE,FALSE,TRUE
20180709,201807,115702,0.741736695,0.740033689,0.744407159,0.009721716,0.741176471,0.741176471,0.72038269,FALSE,TRUE,FALSE
20180709,201807,115800,0.742296919,0.741156654,0.744407159,0.045813586,0.742296919,0.741176471,0.720988512,TRUE,FALSE,FALSE
20180709,201807,115900,0.743417367,0.741718136,0.743847875,0.028436019,0.740616246,0.742296919,0.721518755,TRUE,FALSE,FALSE
20180709,201807,120000,0.741176471,0.739472207,0.743288591,0.022602989,0.740056022,0.740616246,0.722254395,TRUE,TRUE,TRUE
20180709,201807,120100,0.740616246,0.738349242,0.743288591,0.009721716,0.740616246,0.740056022,0.721788049,FALSE,FALSE,TRUE
20180709,201807,120202,0.741176471,0.738910724,0.743288591,0.003281079,0.740056022,0.740616246,0.720640182,FALSE,TRUE,FALSE
20180709,201807,120307,0.740616246,0.738910724,0.743288591,0.007898894,0.740616246,0.740056022,0.720511079,FALSE,TRUE,FALSE
20180709,201807,120402,0.741736695,0.740033689,0.744407159,0.016040831,0.741176471,0.740616246,0.720512748,TRUE,FALSE,FALSE
20180709,201807,120507,0.741736695,0.740033689,0.743288591,0.012881274,0.740056022,0.741176471,0.720648527,TRUE,TRUE,TRUE
20180709,201807,120602,0.740616246,0.738910724,0.742729306,0.011787581,0.740616246,0.740056022,0.721515775,TRUE,TRUE,TRUE
20180709,201807,120703,0.741736695,0.740033689,0.744407159,0.017256046,0.741736695,0.740616246,0.720848799,FALSE,TRUE,FALSE
20180709,201807,120806,0.741736695,0.740033689,0.744407159,0.014704095,0.742296919,0.741736695,0.720518112,FALSE,TRUE,FALSE
